Restaurant,Category,SubCategory,Item,Calories,Calories From Fat,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Carbohydrates (g),Fiber (g),Sugars (g),Protein (g)
Sonic,Chicken,Chicken,Jumbo Popcorn Chicken Small,380,190,22,4,0,45,1250,27,3,1,18
Sonic,Chicken,Chicken,Spicy Jumbo Popcorn Chicken Large,610,270,30,5,0,80,1500,51,3,0,36
Sonic,Chicken,Chicken,Spicy Jumbo Popcorn Chicken Small,350,150,17,3,0,45,860,30,2,0,21
Sonic,Chicken,Meal,Super Crunch Chicken Strip Dinner 3 Piece,970,410,46,8,1,55,2160,109,7,9,30
Sonic,Chicken,Meal,Super Crunch Chicken Strip Dinner 4 Piece,1080,460,51,9,1,75,2390,118,8,9,37
Sonic,Chicken,Meal,Super Crunch Chicken Strip Dinner 5 Piece,1190,510,57,10,1,90,2610,126,8,9,44
Sonic,Chicken,Sandwich,Traditional Ultimate Chicken Sandwich,730,350,39,8,0,90,1540,62,3,11,32
Sonic,Chicken,Sandwich,Ultimate Chicken Club,100,580,64,15,0.5,100,2070,65,4,12,39
Sonic,Chicken,Tender,Super Crunch Chicken Strips 3 Piece,330,140,16,3,0,55,670,25,2,0,22
Sonic,Chicken,Tender,Super Crunch Chicken Strips 4 Piece,440,190,21,4,0,70,900,34,2,1,29
Sonic,Chicken,Tender,Super Crunch Chicken Strips 5 Piece,550,240,26,5,0,90,1120,42,3,1,36
Sonic,Condiment,Bacon,Crispy Bacon,70,50,5,2,0,15,260,0,0,0,4
Sonic,Condiment,Cheese,American Cheese,70,50,6,3,0,20,330,1,0,0,4
Sonic,Condiment,Cole Slaw,Slaw,45,30,3,1,0,5,45,4,1,1,0
Sonic,Condiment,Sauce,Hickory Bbq Sauce,40,0,0,0,0,0,450,10,0,8,0
Sonic,Condiment,Sauce,Light Ranch Dressing,70,50,6,1,0,10,290,3,0,2,1
Sonic,Condiment,Sauce,Bbq Sauce,35,0,0,0,0,0,380,9,0,6,0
Sonic,Condiment,Sauce,Hickory Bbq Sauce,40,0,0,0,0,0,450,10,0,8,0
Sonic,Condiment,Sauce,Honey Mustard Sauce,90,60,7,1,0,15,190,7,0,4,0
Sonic,Condiment,Sauce,Ketchup,10,0,0,0,0,0,110,2,0,2,0
Sonic,Condiment,Sauce,Marinara Sauce,15,0,0,0,0,0,270,3,1,2,0
Sonic,Condiment,Sauce,Mayonnaise,100,100,11,2,0,10,55,1,0,0,0
Sonic,Condiment,Sauce,Mustard,5,0,0,0,0,0,55,0,0,0,0
Sonic,Condiment,Sauce,Picante Sauce,5,0,0,0,0,0,140,1,0,0,0
Sonic,Condiment,Sauce,Ranch Sauce,150,140,16,3,0,10,230,1,0,1,0
Sonic,Condiment,Syrup,Syrup,90,0,0,0,0,0,0,22,0,15,0
Sonic,Condiment,Vegetable,Avocado,50,40,5,1,0,0,30,3,2,0,1
Sonic,Condiment,Vegetable,Grilled Onions,25,15,2,0,0,0,200,2,1,1,0
Sonic,Condiment,Vegetable,Hatch Green Chiles,5,0,0,0,0,0,5,1,0,0,0
Sonic,Condiment,Vegetable,Hot Chili,50,35,4,2,0,10,160,2,1,1,3
Sonic,Condiment,Vegetable,Spicy Jalapenos,5,0,0,0,0,0,280,1,1,0,0
Sonic,Dessert,Ice Cream,Banana Split,490,160,18,13,0,70,210,76,2,53,6
Sonic,Dessert,Ice Cream,Vanilla Ice Cream Cone,250,120,13,9,0,50,150,31,0,24,4
Sonic,Dessert,Ice Cream,Vanilla Ice Cream Dish,240,120,13,9,0,55,140,26,0,25,4
Sonic,Dessert,Ice Cream,Fudge Brownie Molten Cake Sundae,800,310,34,18,0,65,610,117,4,73,8
Sonic,Dessert,Ice Cream,Strawberry Banana Split Molten Cake Sundae,720,250,28,17,0,60,560,113,6,86,8
Sonic,Dessert,Ice Cream,Turtle Molten Cake Sundae,850,340,38,19,0,70,770,119,4,85,8
Sonic,Kids,Burger,Jr. Burger,340,150,17,6,1,35,640,34,1,6,15
Sonic,Kids,Fries,French Fries – Small,200,70,8,2,0,0,270,30,2,0,2
Sonic,Kids,Fruit,Apple Slices W/ Caramel Sauce,110,0,0,0,0,0,60,28,2,15,0
Sonic,Kids,Fruit,Apple Slices W/o Caramel Sauce,35,0,0,0,0,0,0,9,2,7,0
Sonic,Kids,Hot Dog,"All Beef Regular Hot Dog – 6""",320,160,18,7,0,40,870,27,1,3,11
Sonic,Kids,Hot Dog,Corn Dog,210,100,11,4,0,20,530,23,2,4,6
Sonic,Kids,Juice,Hi-c Fruit Punch - Wacky Pack (12 Oz),120,0,0,0,0,0,10,31,0,31,0
Sonic,Kids,Juice,Minute Maid Apple Juice Box,100,0,0,0,0,0,15,23,0,21,0
Sonic,Kids,Milk,Milk (1),110,20,3,2,0,10,130,13,0,12,8
Sonic,Kids,Milk,"Milk, Chocolate (1)",160,20,3,2,0,10,210,27,0,25,8
Sonic,Kids,Potato,Tots – Small,220,110,12,2,0,0,560,27,2,0,2
Sonic,Kids,Sandwich,Grilled Cheese Sandwich,410,170,18,7,0,35,1040,45,1,6,14
Sonic,Kids,Tender,Chicken Strips (2),200,100,11,2,0,30,470,10,1,0,14
Sonic,Sandwich,Burger,Hatch Green Chile Cheeseburger,710,380,43,17,2,120,1120,44,2,7,35
Sonic,Sandwich,Burger,Jalapeno Burger,640,330,37,14,2,100,930,42,2,6,31
Sonic,Sandwich,Burger,Jr. Burger,340,150,17,6,1,35,640,34,1,6,15
Sonic,Sandwich,Burger,Jr. Chili Cheeseburger,410,220,24,9,0.5,55,730,32,1,4,20
Sonic,Sandwich,Burger,Jr. Deluxe Burger,380,200,23,6,1,40,470,32,1,4,15
Sonic,Sandwich,Burger,Jr. Deluxe Cheeseburger,450,250,28,9,1,60,800,33,1,4,19
Sonic,Sandwich,Burger,Jr. Double Cheeseburger,600,350,38,16,2,110,1350,35,1,7,31
Sonic,Sandwich,Burger,Sonic Bacon Cheeseburger (w/mayo),870,530,59,20,2,140,1350,45,2,7,39
Sonic,Sandwich,Burger,Sonic Burger W/ Ketchup,650,340,37,14,2,100,860,46,2,10,32
Sonic,Sandwich,Burger,Sonic Burger W/ Mayonnaise,740,430,48,15,2,110,760,44,2,7,31
Sonic,Sandwich,Burger,Sonic Burger W/ Mustard,640,330,37,14,2,100,790,43,2,7,31
Sonic,Sandwich,Burger,Sonic Cheeseburger W/ Ketchup,720,380,43,17,2,120,1190,47,2,10,35
Sonic,Sandwich,Burger,Sonic Cheeseburger W/ Mayonnaise,800,480,54,18,2,130,1090,44,2,7,35
Sonic,Sandwich,Burger,Sonic Cheeseburger W/ Mustard,710,380,43,17,2,120,1120,43,2,7,35
Sonic,Sandwich,Burger,Super Sonic Bacon Double Cheeseburger (w/mayo),1280,830,92,36,4,260,1630,44,2,7,67
Sonic,Sandwich,Burger,Super Sonic Double Cheeseburger W/ Ketchup,1130,680,76,32,4,235,1620,47,2,11,63
Sonic,Sandwich,Burger,Super Sonic Double Cheeseburger W/ Mayo,1220,780,87,34,4,245,1520,45,2,8,63
Sonic,Sandwich,Burger,Super Sonic Double Cheeseburger W/ Mustard,1120,680,76,32,4,235,1550,44,2,8,63
Sonic,Sandwich,Burger,Super Sonic Jalapeno Double Cheeseburger,1120,680,76,32,4,235,1690,43,2,7,63
Sonic,Sandwich,Burger,Veggie Burger W/ Ketchup,450,130,14,4,0,10,1410,67,5,11,15
Sonic,Sandwich,Burger,Veggie Burger W/ Mustard,450,130,14,4,0,10,1300,64,5,8,15
Sonic,Sandwich,Burger,Veggie Burger With Mustard,450,130,14,4,0,10,1350,64,5,8,15
Sonic,Sandwich,Chicken,Asiago Caesar Chicken Club Sandwich Crispy,680,350,39,9,0,80,1120,53,4,7,31
Sonic,Sandwich,Chicken,Asiago Caesar Chicken Club Sandwich Grilled,610,270,30,7,0,110,1570,44,3,8,40
Sonic,Sandwich,Chicken,Chicken Sandwich Crispy,570,300,33,5,0,45,1060,47,4,6,23
Sonic,Sandwich,Chicken,Chicken Sandwich Grilled,430,180,20,4,0,80,940,33,2,6,28
Sonic,Sandwich,Chicken,Chicken Strip Sandwich,450,220,24,4,0,35,740,43,1,4,19
Sonic,Sandwich,Chicken,Deluxe Ultimate Chicken Sandwich,740,350,39,8,0,90,1550,63,4,12,33
Sonic,Sandwich,Fish,Crab Sandwich,460,180,20,3,0,35,380,57,2,6,14
Sonic,Sandwich,Fish,Fish Sandwich,600,280,31,5,0,40,1190,60,3,7,18
Sonic,Sandwich,Hot Dog,"All Beef All-american Style Dog – 6""",370,160,18,7,0,40,1180,40,1,15,12
Sonic,Sandwich,Hot Dog,"All Beef Chicago Dog – 6""",430,180,20,7,0,40,2310,49,1,17,14
Sonic,Sandwich,Hot Dog,"All Beef Chili Cheese Coney – 6""",410,230,26,11,0,65,1140,30,2,4,17
Sonic,Sandwich,Hot Dog,"All Beef New York Dog – 6""",340,170,19,7,0,40,1250,30,3,4,13
Sonic,Sandwich,Hot Dog,"All Beef Regular Hot Dog – 6""",320,160,18,7,0,40,870,27,1,3,11
Sonic,Sandwich,Hot Dog,Cheesy Bacon Pretzel Dog - 6 In.,500,240,26,10,0,50,1410,46,2,7,15
Sonic,Sandwich,Hot Dog,Corn Dog,210,100,11,4,0,20,530,23,2,4,6
Sonic,Sandwich,Hot Dog,Footlong Quarter Pound Coney,830,490,54,22,1,85,1940,54,3,9,30
Sonic,Sandwich,Hot Dog,The Original Pretzel Dog,320,160,18,7,0,35,910,27,1,2,11
Sonic,Sandwich,Sandwich,Carolina Pulled Pork Sandwich,730,340,38,14,0,70,2020,67,4,20,31
Sonic,Sandwich,Sandwich,Cheese Sandwich - Grilled,410,170,18,7,0,35,1040,45,1,6,14
Sonic,Sandwich,Sandwich,Country Fried Steak Sandwich,670,330,37,10,0,50,1410,71,2,6,14
Sonic,Sandwich,Sandwich,Philly Cheesesteak Sandwich,540,200,23,10,2,90,1240,48,3,4,36
Sonic,Sandwich,Sandwich,Bacon Cheeseburger Toaster,840,440,49,19,2,130,1490,59,2,13,40
Sonic,Sandwich,Sandwich,Blt Toaster Sandwich,550,270,30,7,0,35,1000,53,2,7,16
Sonic,Sandwich,Sandwich,Chicken Club Toaster Sandwich,810,410,46,11,0,90,1730,63,4,7,36
Sonic,Sandwich,Sandwich,Country Fried Steak Toaster,700,310,35,9,0,50,1370,81,3,7,15
Sonic,Sandwich,Wrap,Crispy Chicken Wrap,490,210,23,5,0,40,1280,49,3,5,21
Sonic,Sandwich,Wrap,Grilled Chicken Wrap,390,130,14,4,0,80,1420,39,2,5,28
Sonic,Side,Fries,Cheese Fries Large,780,360,41,11,0,35,1330,88,7,2,15
Sonic,Side,Fries,Cheese Fries Medium,490,230,26,8,0,30,900,53,4,1,10
Sonic,Side,Fries,Cheese Fries Small,350,160,18,5,0,20,620,38,3,1,7
Sonic,Side,Fries,Chili Cheese Fries Large,890,430,48,14,1,25,1530,94,8,3,21
Sonic,Side,Fries,Chili Cheese Fries Medium,560,270,31,10,1,15,1010,57,5,2,14
Sonic,Side,Fries,Chili Cheese Fries Small,380,180,20,6,0,10,650,40,3,1,9
Sonic,Side,Fries,French Fries Large,470,190,22,4,0,0,490,64,5,0,6
Sonic,Side,Fries,French Fries Medium,340,140,16,3,0,0,360,46,4,0,4
Sonic,Side,Fries,French Fries Small,200,70,8,2,0,0,270,30,2,0,2
Sonic,Side,Fruit,Apple Slices,35,0,0,0,0,0,0,9,2,7,0
Sonic,Side,Fruit,Apple Slices W/fat-free Caramel Dipping Sauce,110,0,0,0,0,0,60,28,2,15,0
Sonic,Side,Mozzarella Stick,Mozzarella Sticks (5),440,200,22,9,1,45,1050,40,2,1,19
Sonic,Side,Onion Rings,Onion Rings Large,640,280,31,5,1,0,630,80,4,20,9
Sonic,Side,Onion Rings,Onion Rings Medium,440,190,21,4,0,0,430,55,3,14,6
Sonic,Side,Other,Ched 'r' Bites (12),280,140,15,6,0,30,740,22,1,0,13
Sonic,Side,Other,Ched 'r' Peppers (4),330,150,17,6,1,25,1110,36,2,2,8
Sonic,Side,Other,Fritos Chili Cheese Pie Large,970,580,64,18,1,35,1780,71,6,3,25
Sonic,Side,Other,Fritos Chili Cheese Pie Medium,510,310,34,10,1,15,1000,36,3,2,14
Sonic,Side,Potato,Tots Large,580,280,31,6,0,0,1450,69,6,1,5
Sonic,Side,Potato,Tots Medium,360,170,19,4,0,0,890,43,4,0,3
Sonic,Side,Potato,Tots Small,220,110,12,2,0,0,560,27,2,0,2
Sonic,Side,Potato,Tots W/ Cheese Large,840,450,50,13,0,40,2450,86,8,2,13
Sonic,Side,Potato,Tots W/ Cheese Medium,450,250,28,8,0,30,1390,43,4,1,8
Sonic,Side,Potato,Tots W/ Cheese Small,290,160,18,5,0,20,890,27,2,1,5
Sonic,Side,Potato,Tots W/chili & Cheese Large,980,530,59,17,1,30,2720,93,10,3,20
Sonic,Side,Potato,Tots W/chili & Cheese Medium,540,300,33,11,1,20,1550,48,5,2,13
Sonic,Side,Potato,Tots W/chili & Cheese Small,330,180,20,6,0,10,950,29,3,1,8
Sonic,Side,Vegetable,Pickle-o's,310,150,16,3,0,0,1020,36,2,2,5
Taco Bell,Beverage,Coffee,Cinnabon Delights Coffee Hot,160,10,1,1,0,0,40,34,0,32,3
Taco Bell,Beverage,Coffee,Cinnabon Delights Coffee Iced,160,10,1,1,0,0,40,34,0,32,3
Taco Bell,Beverage,Coffee,Premium Hot Coffee with creamer,35,15,2,0,0,0,0,3,0,3,2
Taco Bell,Beverage,Coffee,Premium Iced Coffee,10,0,0,0,0,0,0,0,0,0,2
Taco Bell,Beverage,Coffee,Premium Roast Coffee 12.5 oz,10,0,0,0,0,0,15,2,0,0,1
Taco Bell,Beverage,Iced Tea,Brisk Iced Tea and Lemonade 16 oz,80,0,0,0,0,0,50,22,0,22,0
Taco Bell,Beverage,Iced Tea,Brisk Iced Tea and Lemonade 20 oz,100,0,0,0,0,0,60,27,0,27,0
Taco Bell,Beverage,Iced Tea,Brisk Iced Tea and Lemonade 30 oz,150,0,0,0,0,0,95,41,0,41,0
Taco Bell,Beverage,Iced Tea,Brisk Iced Tea and Lemonade 40 oz,200,0,0,0,0,0,125,55,0,55,0
Taco Bell,Beverage,Iced Tea,Brisk Mango Fiesta 16 oz,100,0,0,0,0,0,50,26,0,26,0
Taco Bell,Beverage,Iced Tea,Brisk Mango Fiesta 20 oz,120,0,0,0,0,0,60,32,0,32,0
Taco Bell,Beverage,Iced Tea,Brisk Mango Fiesta 30 oz,190,0,0,0,0,0,95,49,0,49,0
Taco Bell,Beverage,Iced Tea,Brisk Mango Fiesta 40 oz,250,0,0,0,0,0,125,65,0,65,0
Taco Bell,Beverage,Juice,Orange Juice 10 oz,140,0,0,0,0,0,20,33,0,28,2
Taco Bell,Beverage,Juice,Tropicana Pink Lemonade 16 oz,200,0,0,0,0,0,210,54,0,54,0
Taco Bell,Beverage,Juice,Tropicana Pink Lemonade 20 oz,250,0,0,0,0,0,270,68,0,68,0
Taco Bell,Beverage,Juice,Tropicana Pink Lemonade 30 oz,380,0,0,0,0,0,400,101,0,101,0
Taco Bell,Beverage,Juice,Tropicana Pink Lemonade 40 oz,500,0,0,0,0,0,530,135,0,135,0
Taco Bell,Beverage,Slush,AirHeads White Mystery Freeze 16 oz,170,0,0,0,0,0,75,45,0,45,0
Taco Bell,Beverage,Slush,AirHeads White Mystery Freeze 20 oz,210,0,0,0,0,0,95,56,0,56,0
Taco Bell,Beverage,Slush,Rockstar® Punch Freeze,220,0,0,0,0,0,65,56,0,56,0
Taco Bell,Beverage,Slush,Snapple Lemonade Freeze 16 oz,190,0,0,0,0,0,60,48,0,48,0
Taco Bell,Beverage,Slush,Snapple Lemonade Freeze 20 oz,240,0,0,0,0,0,70,59,0,59,0
Taco Bell,Beverage,Slush,Starburst Strawberry Freeze 16 oz,190,0,0,0,0,0,15,49,0,47,0
Taco Bell,Beverage,Slush,Starburst Strawberry Freeze 20 oz,240,0,0,0,0,0,20,60,0,58,0
Taco Bell,Beverage,Soda,Diet Mountain Dew Baja Blast 16 oz,0,0,0,0,0,0,70,0,0,0,0
Taco Bell,Beverage,Soda,Diet Mountain Dew Baja Blast 20 oz,0,0,0,0,0,0,85,0,0,0,0
Taco Bell,Beverage,Soda,Diet Mountain Dew Baja Blast 30 oz,0,0,0,0,0,0,130,0,0,0,0
Taco Bell,Beverage,Soda,Diet Mountain Dew Baja Blast 40 oz,0,0,0,0,0,0,170,0,0,0,0
Taco Bell,Beverage,Soda,Diet Pepsi 16 oz,0,0,0,0,0,0,50,0,0,0,0
Taco Bell,Beverage,Soda,Diet Pepsi 20 oz,0,0,0,0,0,0,65,0,0,0,0
Taco Bell,Beverage,Soda,Diet Pepsi 30 oz,0,0,0,0,0,0,95,0,0,0,0
Taco Bell,Beverage,Soda,Diet Pepsi 40 oz,0,0,0,0,0,0,125,0,0,0,0
Taco Bell,Beverage,Soda,Dr Pepper 16 oz,200,0,0,0,0,0,70,54,0,54,0
Taco Bell,Beverage,Soda,Dr Pepper 20 oz,250,0,0,0,0,0,90,68,0,68,0
Taco Bell,Beverage,Soda,Dr Pepper 30 oz,380,0,0,0,0,0,130,102,0,102,0
Taco Bell,Beverage,Soda,Dr Pepper 40 oz,500,0,0,0,0,0,180,135,0,135,0
Taco Bell,Beverage,Soda,Manzanita Sol 16 oz,220,0,0,0,0,0,50,58,0,56,0
Taco Bell,Beverage,Soda,Manzanita Sol 20 oz,280,0,0,0,0,0,65,73,0,70,0
Taco Bell,Beverage,Soda,Manzanita Sol 30 oz,410,0,0,0,0,0,95,109,0,105,0
Taco Bell,Beverage,Soda,Manzanita Sol 40 oz,550,0,0,0,0,0,125,145,0,140,0
Taco Bell,Beverage,Soda,Mountain Dew 16 oz,220,0,0,0,0,0,70,58,0,58,0
Taco Bell,Beverage,Soda,Mountain Dew 20 oz,280,0,0,0,0,0,90,73,0,73,0
Taco Bell,Beverage,Soda,Mountain Dew 30 oz,410,0,0,0,0,0,130,109,0,109,0
Taco Bell,Beverage,Soda,Mountain Dew 40 oz,550,0,0,0,0,0,180,145,0,145,0
Taco Bell,Beverage,Soda,Mountain Dew Baja Blast 16 oz,220,0,0,0,0,0,60,58,0,58,0
Taco Bell,Beverage,Soda,Mountain Dew Baja Blast 20 oz,280,0,0,0,0,0,75,73,0,73,0
Taco Bell,Beverage,Soda,Mountain Dew Baja Blast 30 oz,410,0,0,0,0,0,115,109,0,109,0
Taco Bell,Beverage,Soda,Mountain Dew Baja Blast 40 oz,550,0,0,0,0,0,150,145,0,145,0
Taco Bell,Beverage,Soda,Mountain Dew Baja Blast Freeze 16 oz,200,0,0,0,0,0,60,51,0,47,0
Taco Bell,Beverage,Soda,Mountain Dew Baja Blast Freeze 20 oz,250,0,0,0,0,0,75,63,0,58,0
Taco Bell,Beverage,Soda,Mountain Dew Kickstart Orange Citrus 16 oz,80,0,0,0,0,0,70,22,0,20,0
Taco Bell,Beverage,Soda,Mountain Dew Kickstart Orange Citrus 20 oz,100,0,0,0,0,0,85,27,0,25,0
Taco Bell,Beverage,Soda,Mountain Dew Kickstart Orange Citrus 30 oz,150,0,0,0,0,0,130,41,0,37,0
Taco Bell,Beverage,Soda,Mountain Dew Kickstart Orange Citrus 40 oz,200,0,0,0,0,0,170,55,0,50,0
Taco Bell,Beverage,Soda,Mountain Dew Sangria Blast 16 oz,220,0,0,0,0,0,110,60,0,60,0
Taco Bell,Beverage,Soda,Mountain Dew Sangria Blast 20 oz,280,0,0,0,0,0,140,75,0,75,0
Taco Bell,Beverage,Soda,Mountain Dew Sangria Blast 30 oz,410,0,0,0,0,0,210,112,0,112,0
Taco Bell,Beverage,Soda,Mountain Dew Sangria Blast 40 oz,550,0,0,0,0,0,270,150,0,150,0
Taco Bell,Beverage,Soda,MUG Root Beer 16 oz,200,0,0,0,0,0,30,52,0,52,0
Taco Bell,Beverage,Soda,MUG Root Beer 20 oz,250,0,0,0,0,0,40,65,0,65,0
Taco Bell,Beverage,Soda,MUG Root Beer 30 oz,380,0,0,0,0,0,55,98,0,98,0
Taco Bell,Beverage,Soda,MUG Root Beer 40 oz,500,0,0,0,0,0,75,130,0,130,0
Taco Bell,Beverage,Soda,Pepsi 16 oz,200,0,0,0,0,0,40,56,0,56,0
Taco Bell,Beverage,Soda,Pepsi 20 oz,250,0,0,0,0,0,50,70,0,70,0
Taco Bell,Beverage,Soda,Pepsi 30 oz,380,0,0,0,0,0,75,105,0,105,0
Taco Bell,Beverage,Soda,Pepsi 40 oz,500,0,0,0,0,0,100,140,0,140,0
Taco Bell,Beverage,Soda,Sierra Mist 16 oz,200,0,0,0,0,0,40,54,0,54,0
Taco Bell,Beverage,Soda,Sierra Mist 20 oz,250,0,0,0,0,0,50,68,0,68,0
Taco Bell,Beverage,Soda,Sierra Mist 30 oz,380,0,0,0,0,0,75,101,0,101,0
Taco Bell,Beverage,Soda,Sierra Mist 40 oz,500,0,0,0,0,0,100,135,0,135,0
Taco Bell,Breakfast,Melt,Sausage Flatbread Melt,300,150,17,6,0,25,410,27,2,3,11
Taco Bell,Breakfast,Pastry,Cinnabon® Delights™ 12 Pack,930,480,53,13,2,40,480,104,3,59,9
Taco Bell,Breakfast,Pastry,Cinnabon® Delights™ 2 Pack,160,80,9,2,0,5,80,17,0,10,2
Taco Bell,Breakfast,Pastry,Cinnabon® Delights™ 4 Pack,310,160,18,4.5,0.5,15,160,35,1,20,3
Taco Bell,Breakfast,Potato,Hash Brown,170,100,11,1,0,0,260,15,1,0,1
Taco Bell,Breakfast,Sandwich,A.M. Crunchwrap Bacon,680,380,42,12,0,130,1310,54,4,3,22
Taco Bell,Breakfast,Sandwich,A.M. Crunchwrap Sausage,730,430,47,14,0.5,135,1300,54,4,3,21
Taco Bell,Breakfast,Sandwich,A.M. Crunchwrap® - Steak,650,340,38,11,0.5,140,1240,51,4,3,26
Taco Bell,Breakfast,Sandwich,A.M. Grilled Taco - Bacon,230,130,14,5,0,105,580,15,1,1,12
Taco Bell,Breakfast,Sandwich,A.M. Grilled Taco - Egg and Cheese,170,80,9,3,0,90,330,15,1,1,7
Taco Bell,Breakfast,Sandwich,A.M. Grilled Taco - Sausage,220,130,14,5,0,105,440,15,1,1,9
Taco Bell,Breakfast,Sandwich,"Bacon, Egg & Cheese Biscuit Taco",380,200,23,9,0,115,860,29,1,7,15
Taco Bell,Breakfast,Sandwich,Breakfast Quesalupa Bacon,560,300,34,12,0.5,130,1160,42,3,3,21
Taco Bell,Breakfast,Sandwich,Breakfast Quesalupa Sausage,600,350,39,14,0.5,135,1040,42,3,3,21
Taco Bell,Breakfast,Sandwich,California A.M. Crunchwrap,630,330,37,11,0,125,1370,52,5,3,22
Taco Bell,Breakfast,Sandwich,Cheesy Breakfast Burrito - Bacon,490,250,28,11,0,210,1070,36,3,3,23
Taco Bell,Breakfast,Sandwich,Cheesy Breakfast Burrito - Bacon - Fresco Style,380,170,19,6,0,185,930,36,2,3,16
Taco Bell,Breakfast,Sandwich,Cheesy Breakfast Burrito - Fiesta Potato,530,250,28,10,0,195,1090,50,4,3,20
Taco Bell,Breakfast,Sandwich,Cheesy Breakfast Burrito - Fiesta Potato - Fresco Style,430,170,19,4.5,0,170,950,50,4,3,14
Taco Bell,Breakfast,Sandwich,Cheesy Breakfast Burrito - Sausage,470,250,28,11,0,210,930,36,3,2,20
Taco Bell,Breakfast,Sandwich,Cheesy Breakfast Burrito - Sausage - Fresco Style,370,170,19,6,0,180,790,36,2,3,14
Taco Bell,Breakfast,Sandwich,Cheesy Breakfast Burrito - Steak and Egg,450,210,23,9,0.5,135,960,37,3,2,24
Taco Bell,Breakfast,Sandwich,Cheesy Breakfast Burrito - Steak and Egg - Fresco Style,320,100,12,3.5,0,110,800,36,3,3,18
Taco Bell,Breakfast,Sandwich,Country AM Crunchwrap - Sausage,660,360,40,13,0,130,1260,54,4,5,21
Taco Bell,Breakfast,Sandwich,Country Grilled Breakfast Burrito - Sausage,390,160,18,5,0,95,920,45,3,5,12
Taco Bell,Breakfast,Sandwich,Egg and Cheese Biscuit Taco,310,160,17,7,0,100,600,29,1,7,10
Taco Bell,Breakfast,Sandwich,Grande Scrambler Burrito - Bacon,680,320,36,9,0,195,1570,68,5,5,22
Taco Bell,Breakfast,Sandwich,Grande Scrambler Burrito - Sausage,670,330,36,9,0,195,1410,67,5,5,19
Taco Bell,Breakfast,Sandwich,Grande Scrambler Burrito - Steak,670,300,33,9,0,205,1510,68,5,4,26
Taco Bell,Breakfast,Sandwich,Grilled Breakfast Burrito - Bacon,350,150,17,5,0,100,880,36,2,3,13
Taco Bell,Breakfast,Sandwich,Grilled Breakfast Burrito - Fiesta Potato,340,130,15,3.5,0,85,790,43,3,3,10
Taco Bell,Breakfast,Sandwich,Grilled Breakfast Burrito - Sausage,340,150,17,5,0,95,740,36,2,3,11
Taco Bell,Breakfast,Sandwich,Mini Skillet Bowl,180,100,11,2,0,85,430,16,1,1,5
Taco Bell,Breakfast,Sandwich,Sausage and Cheese Biscuit Taco,370,210,23,10,0,35,640,29,1,7,11
Taco Bell,Breakfast,Sandwich,Sausage Flatbread Quesadilla,240,90,10,3,0,90,380,27,1,3,10
Taco Bell,Breakfast,Sandwich,"Sausage, Egg and Cheese Biscuit Taco",430,250,28,11,0,120,740,30,1,7,14
Taco Bell,Condiment,Dressing,Avocado Ranch Dressing,80,70,8,2,0,5,50,1,0,0,0
Taco Bell,Condiment,Dressing,Cilantro Dressing,90,80,9,2,0,10,210,2,0,0,0
Taco Bell,Condiment,Dressing,Spicy Ranch Dip,230,220,24,4,0,20,280,2,0,2,1
Taco Bell,Condiment,Sauce,Border Sauce Fire,0,0,0,0,0,0,60,0,0,0,0
Taco Bell,Condiment,Sauce,Border Sauce Hot,0,0,0,0,0,0,45,0,0,0,0
Taco Bell,Condiment,Sauce,Border Sauce Mild,0,0,0,0,0,0,35,0,0,0,0
Taco Bell,Condiment,Sauce,Creamy Jalapeno Sauce,70,70,7,1,0,0,50,1,0,1,0
Taco Bell,Condiment,Sauce,Green Tomatillo Sauce,10,0,0,0,0,0,170,2,0,1,0
Taco Bell,Condiment,Sauce,Nacho Cheese Dip,150,110,12,7,0,35,250,2,1,0,9
Taco Bell,Condiment,Sauce,Pepper Jack Sauce,70,60,7,1,0,5,50,1,0,0,0
Taco Bell,Condiment,Sauce,Pizza Sauce,10,0,0,0,0,0,80,2,0,1,0
Taco Bell,Condiment,Sauce,Premium Guacamole Dip,70,50,6,1,0,0,210,3,2,0,1
Taco Bell,Condiment,Sauce,Red Sauce,10,0,0,0,0,0,170,2,0,0,0
Taco Bell,Condiment,Sauce,Reduced Fat Sour Cream,30,20,2,1,0,5,20,2,0,1,1
Taco Bell,Condiment,Sauce,Reduced-Fat Sour Cream Dip,60,35,4,2.5,0,10,45,4,0,2,1
Taco Bell,Condiment,Sauce,Salsa Dip,10,0,0,0,0,0,220,2,0,1,0
Taco Bell,Condiment,Sauce,Salsa Verde,5,0,0,0,0,0,55,1,0,0,0
Taco Bell,Condiment,Vegetable,Guacamole,35,25,3,0,0,0,105,2,1,0,0
Taco Bell,Condiment,Vegetable,Pico de Gallo,5,0,0,0,0,0,35,1,0,1,0
Taco Bell,Condiment,Vegetable,Salsa,5,0,0,0,0,0,80,1,0,1,0
Taco Bell,Dessert,Pastry,Caramel Apple Empanada,310,140,15,3,0,0,310,39,2,13,3
Taco Bell,Dessert,Pastry,Cinnamon Twists,170,60,7,0,0,0,200,26,1,10,1
Taco Bell,Salad,Salad,Cantina Power Burrito - Chicken,760,240,27,6,0,60,1960,96,12,7,32
Taco Bell,Salad,Salad,Cantina Power Burrito - Steak,780,250,28,7,0,50,1900,98,13,7,33
